9678 MED18 4
44959 44 CHIM02
44960 34 AGR03
44961 42 INF01
44962 83 IINF05
44963 83 BIO10
44964 56 INGIND35
44965 12 INF01
44966 71 MAT01
44967 11 IINF04
44968 56 MED18
44969 81 MAT01
44970 8 MAT01
44971 23 IINF05
44972 56 MAT01
44973 79 AGR03
44974 99 AGR03
44975 76 INGIND35
44976 40 INF01
44977 89 AGR03
44978 80 FIS01
44979 39 MED18
44980 61 CHIM02
44981 24 MED18
44982 95 MAT01
44983 41 MED18
44984 60 IINF04
44985 50 FIS01
44986 75 FIS01
44987 76 INGIND35
44988 63 INGIND35
44989 42 FIS01
44990 68 BIO10
44991 17 MAT01
44992 30 IINF05
44993 77 IINF04
44994 47 IINF05
44995 11 MAT01
44996 64 CHIM02
44997 44 AGR03
44998 70 MED18
44999 21 MED18
45000 24 CHIM02
45001 53 MAT01
45002 60 FIS01
45003 34 MED18
45004 69 IINF05
45005 8 INGIND35
45006 61 CHIM02
45007 13 INF01
45008 49 IINF05
45009 50 BIO10
45010 99 MAT01
45011 37 MAT01
45012 91 MAT01
45013 90 INF01
45014 99 IINF05
45015 25 IINF05
45016 72 INF01
45017 15 IINF04
45018 15 INF01
45019 47 INGIND35
45020 66 MED18
45021 23 AGR03
45022 27 IINF05
45023 14 MAT01
45024 98 BIO10
45025 89 AGR03
45026 45 INGIND35
45027 24 INF01
45028 26 BIO10
45029 35 INGIND35
45030 12 MAT01
45031 39 BIO10
45032 18 MED18
45033 14 INF01
45034 88 MED18
45035 81 MAT01
45036 28 INGIND35
45037 91 AGR03
45038 41 IINF05
45039 26 FIS01
45040 96 MAT01
45041 55 MED18
45042 59 MED18
45043 90 MAT01
45044 72 FIS01
45045 46 INF01
45046 55 AGR03
45047 52 BIO10
45048 78 MAT01
45049 83 INF01
45050 62 MED18
45051 45 INGIND35
45052 93 AGR03
45053 15 IINF05
45054 89 INGIND35
45055 39 IINF05
45056 81 BIO10
45057 12 IINF04
45058 46 MAT01
45059 38 IINF05
45060 51 IINF04
45061 2 INF01
45062 14 IINF04
45063 49 BIO10
45064 4 INGIND35
45065 17 IINF04
45066 92 FIS01
45067 44 CHIM02
45068 91 INF01
45069 55 INGIND35
45070 91 MED18
45071 40 MED18
45072 100 INF01
45073 79 FIS01
45074 2 MAT01
45075 83 BIO10
45076 63 MED18
45077 76 IINF05
45078 22 FIS01
45079 31 FIS01
45080 64 INF01
45081 75 MED18
45082 2 CHIM02
45083 59 MAT01
45084 70 AGR03
45085 95 MED18
45086 98 BIO10
45087 57 AGR03
45088 57 INGIND35
45089 89 IINF04
45090 67 AGR03
45091 35 IINF04
45092 74 MAT01
45093 24 AGR03
45094 77 BIO10
45095 5 INGIND35
45096 2 INGIND35
45097 19 IINF04
45098 38 INGIND35
45099 26 AGR03
45100 20 INGIND35
45101 46 INF01
45102 61 IINF05
45103 65 IINF04
45104 1 AGR03
45105 75 CHIM02
45106 62 BIO10
45107 64 CHIM02
45108 60 IINF04
45109 1 CHIM02
45110 74 IINF05
45111 9 FIS01
45112 30 IINF05
45113 83 IINF04
45114 22 IINF05
45115 45 AGR03
45116 57 MAT01
45117 34 BIO10
45118 35 MAT01
45119 9 BIO10
45120 98 IINF05
45121 43 INGIND35
45122 74 MED18
45123 45 MAT01
45124 60 FIS01
45125 90 MAT01
45126 44 IINF04
45127 39 BIO10
45128 39 IINF04
45129 20 IINF04
45130 68 IINF05
45131 29 MAT01
45132 46 IINF04
45133 34 AGR03
45134 9 INF01
45135 25 INGIND35
45136 71 INF01
45137 86 INF01
45138 39 IINF05
45139 68 INF01
45140 68 IINF05
45141 32 IINF05
45142 90 AGR03
45143 57 MAT01
45144 13 CHIM02
45145 59 BIO10
45146 60 MAT01
45147 56 MAT01
45148 69 INF01
45149 100 IINF05
45150 24 FIS01
45151 60 BIO10
45152 39 FIS01
45153 58 CHIM02
45154 46 MED18
45155 1 CHIM02
45156 81 AGR03
45157 53 IINF05
45158 49 IINF05
45159 60 MAT01
45160 27 IINF05
45161 75 CHIM02
45162 76 IINF04
45163 41 AGR03
45164 6 CHIM02
45165 95 IINF04
45166 22 AGR03
45167 14 IINF05
45168 37 FIS01
45169 83 IINF04
45170 19 MAT01
45171 79 FIS01
45172 42 BIO10
45173 33 IINF05
45174 32 CHIM02
45175 49 INF01
45176 18 FIS01
45177 56 AGR03
45178 85 AGR03
45179 87 INGIND35
45180 82 INGIND35
45181 25 INGIND35
45182 21 MED18
45183 28 IINF04
45184 79 MED18
45185 37 MED18
45186 4 FIS01
45187 34 FIS01
45188 62 INGIND35
45189 32 INGIND35
45190 29 INF01
45191 100 AGR03
45192 15 BIO10
45193 97 INF01
45194 34 INF01
45195 1 MAT01
45196 21 INGIND35
45197 78 INGIND35
45198 16 MED18
45199 62 FIS01
45200 41 FIS01
45201 53 INGIND35
45202 48 MED18
45203 17 MED18
45204 71 MED18
45205 26 MED18
45206 12 FIS01
45207 92 IINF04
45208 85 MED18
45209 80 IINF05
45210 56 AGR03
45211 51 INF01
45212 43 INGIND35
45213 38 MAT01
45214 11 MED18
45215 22 FIS01
45216 38 MAT01
45217 28 INF01
45218 91 INF01
45219 64 FIS01
45220 98 AGR03
45221 76 INGIND35
45222 63 BIO10
45223 61 MED18
45224 62 MAT01
45225 87 INGIND35
45226 2 IINF05
45227 90 CHIM02
45228 71 MED18
45229 36 IINF05
45230 8 MAT01
45231 55 AGR03
45232 20 MAT01
45233 60 BIO10
45234 93 FIS01
45235 88 CHIM02
45236 66 INF01
45237 11 CHIM02
45238 88 INF01
45239 7 MED18
45240 88 MED18
45241 91 MAT01
45242 61 BIO10
45243 11 INGIND35
45244 55 AGR03
45245 2 IINF05
45246 45 IINF05
45247 31 AGR03
45248 99 IINF05
45249 99 FIS01
45250 39 CHIM02
45251 32 BIO10
45252 62 CHIM02
45253 71 MAT01
45254 78 INF01
45255 49 AGR03
45256 75 AGR03
45257 68 MAT01
45258 92 FIS01
45259 8 MAT01
45260 13 BIO10
45261 82 FIS01
45262 83 IINF04
45263 26 INF01
45264 19 AGR03
45265 70 CHIM02
45266 86 INF01
45267 100 IINF04
45268 81 INGIND35
45269 78 INF01
45270 64 INF01
45271 28 MAT01
45272 24 FIS01
45273 68 BIO10
45274 77 MED18
45275 61 MAT01
45276 7 AGR03
45277 47 INF01
45278 15 AGR03
45279 90 CHIM02
45280 21 IINF04
45281 43 AGR03
45282 64 MAT01
45283 98 AGR03
45284 3 CHIM02
45285 42 BIO10
45286 27 MED18
45287 87 MAT01
45288 1 CHIM02
45289 75 BIO10
45290 18 IINF04
45291 69 CHIM02
45292 12 AGR03
45293 100 IINF04
45294 83 CHIM02
45295 38 BIO10
45296 13 IINF05
45297 84 IINF04
45298 70 AGR03
45299 35 IINF04
45300 47 FIS01
45301 37 BIO10
45302 63 BIO10
45303 34 BIO10
45304 45 FIS01
45305 81 INGIND35
45306 16 MAT01
45307 14 MAT01
45308 62 INGIND35
45309 15 CHIM02
45310 12 IINF04
45311 59 MED18
45312 28 CHIM02
45313 7 INGIND35
45314 22 FIS01
45315 33 FIS01
45316 27 AGR03
45317 40 IINF04
45318 51 CHIM02
45319 19 INGIND35
45320 32 IINF04
45321 47 INGIND35
45322 39 FIS01
45323 59 INGIND35
45324 30 BIO10
45325 18 IINF04
45326 51 MAT01
45327 52 MAT01
45328 1 BIO10
45329 49 CHIM02
45330 20 BIO10
45331 44 FIS01
45332 19 IINF04
45333 97 BIO10
45334 95 FIS01
45335 89 IINF05
45336 40 IINF04
45337 26 IINF05
45338 79 BIO10
45339 15 AGR03
45340 4 INF01
45341 19 INGIND35
45342 100 MED18
45343 87 IINF05
45344 65 INF01
45345 66 CHIM02
45346 56 IINF04
45347 79 AGR03
45348 1 MED18
45349 48 INF01
45350 99 MAT01
45351 3 IINF05
45352 33 IINF05
45353 95 IINF04
45354 10 INF01
45355 51 BIO10
45356 32 FIS01
45357 37 BIO10
45358 37 IINF05
45359 3 INF01
45360 60 BIO10
45361 43 IINF05
45362 59 AGR03
45363 23 INF01
45364 77 CHIM02
45365 2 INGIND35
45366 11 IINF05
45367 7 CHIM02
45368 6 MAT01
45369 69 IINF04
45370 24 MAT01
45371 7 IINF05
45372 84 CHIM02
45373 85 MAT01
45374 45 BIO10
45375 1 FIS01
45376 59 MAT01
45377 42 IINF04
45378 44 BIO10
45379 35 IINF05
45380 43 CHIM02
45381 28 BIO10
45382 77 INF01
45383 62 INF01
45384 47 INF01
45385 32 AGR03
45386 14 INF01
45387 64 IINF04
45388 61 MED18
45389 90 MAT01
45390 89 IINF04
45391 48 INF01
45392 25 INF01
45393 92 MAT01
45394 18 IINF05
45395 20 CHIM02
45396 54 INF01
45397 94 MAT01
45398 25 BIO10
45399 42 INF01
45400 4 INF01
45401 51 INF01
45402 28 INGIND35
45403 3 IINF05
45404 38 IINF04
45405 55 CHIM02
45406 79 MAT01
45407 48 IINF05
45408 74 INF01
45409 55 MED18
45410 7 FIS01
45411 59 FIS01
45412 8 FIS01
45413 49 INF01
45414 91 MED18
45415 16 CHIM02
45416 34 BIO10
45417 98 BIO10
45418 49 INGIND35
45419 92 INGIND35
45420 26 INGIND35
45421 13 IINF05
45422 34 FIS01
45423 93 FIS01
45424 72 CHIM02
45425 47 CHIM02
45426 49 BIO10
45427 83 INF01
45428 43 IINF04
45429 94 BIO10
45430 86 MAT01
45431 26 FIS01
45432 41 INF01
45433 3 IINF04
45434 65 INF01
45435 53 IINF05
45436 98 MED18
45437 12 MAT01
45438 40 CHIM02
45439 84 INGIND35
45440 42 IINF04
45441 35 IINF05
45442 92 FIS01
45443 68 BIO10
45444 42 INGIND35
45445 52 CHIM02
45446 33 MED18
45447 97 MED18
45448 62 AGR03
45449 67 INF01
45450 53 IINF05
45451 72 AGR03
45452 87 IINF05
45453 79 CHIM02
45454 30 MAT01
45455 35 MAT01
45456 84 MED18
45457 22 MED18
45458 61 FIS01
45459 22 BIO10
45460 90 IINF05
45461 15 MED18
45462 55 MED18
45463 98 INGIND35
45464 30 MAT01
45465 50 CHIM02
45466 80 IINF05
45467 21 BIO10
45468 62 INF01
45469 46 MED18
45470 93 FIS01
45471 5 INF01
45472 34 AGR03
45473 42 BIO10
45474 11 IINF04
45475 69 CHIM02
45476 88 IINF04
45477 98 CHIM02
45478 63 CHIM02
45479 52 IINF04
45480 85 BIO10
45481 49 BIO10
45482 89 FIS01
45483 86 IINF04
45484 14 INF01
45485 95 MED18
45486 89 MED18
45487 49 INF01
45488 27 BIO10
45489 46 FIS01
45490 65 INGIND35
45491 14 AGR03
45492 75 AGR03
45493 45 INGIND35
45494 60 IINF05
45495 49 MED18
45496 14 IINF05
45497 55 INF01
45498 5 BIO10
45499 24 CHIM02
45500 65 AGR03
45501 77 MED18
45502 65 MED18
45503 27 AGR03
45504 35 INGIND35
45505 8 MAT01
45506 93 MAT01
45507 60 INGIND35
45508 75 FIS01
45509 41 IINF05
45510 50 IINF05
45511 96 INF01
45512 93 AGR03
45513 81 MAT01
45514 97 MAT01
45515 74 AGR03
45516 26 CHIM02
45517 15 AGR03
45518 53 CHIM02
45519 24 BIO10
45520 9 BIO10
45521 28 MAT01
45522 51 INGIND35
45523 36 FIS01
45524 59 INF01
45525 5 BIO10
45526 17 INF01
45527 75 INF01
45528 65 IINF04
45529 63 BIO10
45530 98 INF01
45531 19 FIS01
45532 89 MED18
45533 17 MED18
45534 46 FIS01
45535 73 AGR03
45536 12 MAT01
45537 78 MED18
45538 93 IINF04
45539 54 INGIND35
45540 93 FIS01
45541 45 CHIM02
45542 83 INGIND35
45543 54 BIO10
45544 72 INF01
45545 46 CHIM02
45546 58 CHIM02
45547 42 CHIM02
45548 87 AGR03
45549 82 INGIND35
45550 60 INGIND35
45551 47 INF01
45552 27 BIO10
45553 65 AGR03
45554 32 INF01
45555 53 INGIND35
45556 50 IINF05
45557 74 AGR03
45558 31 BIO10
45559 84 MED18
45560 99 IINF04
45561 80 CHIM02
45562 13 IINF04
45563 37 MAT01
45564 5 FIS01
45565 71 IINF04
45566 38 FIS01
45567 28 IINF04
45568 49 FIS01
45569 24 INF01
45570 6 FIS01
45571 20 AGR03
45572 76 MED18
45573 95 INF01
45574 6 CHIM02
45575 25 MAT01
45576 99 IINF05
45577 55 FIS01
45578 33 INGIND35
45579 80 BIO10
45580 5 IINF05
45581 29 MAT01
45582 16 IINF05
45583 81 MED18
45584 45 IINF04
45585 42 MED18
45586 78 MAT01
45587 71 IINF04
45588 33 FIS01
45589 42 BIO10
45590 3 FIS01
45591 59 FIS01
45592 72 MED18
45593 58 INF01
45594 95 IINF04
45595 36 INF01
45596 33 BIO10
45597 57 AGR03
45598 86 IINF04
45599 72 CHIM02
45600 71 MED18
45601 43 FIS01
45602 24 IINF04
45603 46 AGR03
45604 65 BIO10
45605 43 AGR03
45606 9 MAT01
45607 74 INGIND35
45608 51 BIO10
45609 5 CHIM02
45610 10 MED18
45611 9 AGR03
45612 63 FIS01
45613 35 MAT01
45614 98 BIO10
45615 9 BIO10
45616 35 AGR03
45617 15 IINF05
45618 30 CHIM02
45619 99 INF01
45620 30 INF01
45621 37 MAT01
45622 44 CHIM02
45623 22 AGR03
45624 59 INF01
45625 42 CHIM02
45626 24 IINF04
45627 58 CHIM02
45628 71 FIS01
45629 12 AGR03
45630 41 CHIM02
45631 21 BIO10
45632 1 INGIND35
45633 20 MAT01
45634 28 INGIND35
45635 24 MAT01
45636 13 MAT01
45637 66 BIO10
45638 93 INF01
45639 29 IINF04
45640 7 IINF05
45641 6 IINF05
45642 92 INF01
45643 76 CHIM02
45644 72 MAT01
45645 44 INGIND35
45646 88 INF01
45647 98 IINF05
45648 48 IINF04
45649 68 CHIM02
45650 26 INF01
45651 88 IINF04
45652 46 INGIND35
45653 4 MAT01
45654 42 CHIM02
45655 63 CHIM02
45656 47 IINF05
45657 85 MAT01
45658 71 AGR03
45659 1 FIS01
45660 78 CHIM02
45661 6 MED18
45662 89 MAT01
45663 47 INGIND35
45664 11 CHIM02
45665 48 MAT01
45666 4 INGIND35
45667 78 INGIND35
45668 44 MED18
45669 39 MAT01
45670 58 INGIND35
45671 89 IINF04
45672 20 AGR03
45673 85 BIO10
45674 69 MED18
45675 30 CHIM02
45676 77 MED18
45677 53 FIS01
45678 80 IINF05
45679 48 MAT01
45680 64 CHIM02
45681 8 INF01
45682 32 CHIM02
45683 72 BIO10
45684 42 IINF04
45685 33 IINF05
45686 86 AGR03
45687 10 MED18
45688 53 MED18
45689 54 BIO10
45690 96 MAT01
45691 22 MED18
45692 5 MAT01
45693 89 INF01
45694 36 MAT01
45695 18 INGIND35
45696 13 INF01
45697 83 BIO10
45698 78 IINF05
45699 57 IINF04
45700 98 FIS01
45701 50 MED18
45702 41 FIS01
45703 100 MAT01
45704 94 MED18
45705 78 IINF05
45706 7 BIO10
45707 4 MAT01
45708 3 MAT01
45709 75 INF01
45710 45 BIO10
45711 40 IINF04
45712 87 BIO10
45713 19 INGIND35
45714 67 INF01
45715 62 FIS01
45716 34 INGIND35
45717 72 MAT01
45718 82 BIO10
45719 41 INGIND35
45720 79 IINF05
45721 41 INF01
45722 70 IINF05
45723 57 FIS01
45724 2 FIS01
45725 49 BIO10
45726 22 MAT01
45727 40 INGIND35
45728 18 INF01
45729 79 INGIND35
45730 54 BIO10
45731 78 FIS01
45732 18 IINF05
45733 69 IINF04
45734 89 CHIM02
45735 89 MAT01
45736 10 IINF05
45737 5 MAT01
45738 19 IINF05
45739 81 INF01
45740 22 INF01
45741 65 MED18
45742 84 MED18
45743 4 IINF04
45744 64 AGR03
45745 25 IINF05
45746 1 FIS01
45747 75 INGIND35
45748 58 IINF04
45749 60 IINF05
45750 58 FIS01
45751 19 IINF05
45752 39 INF01
45753 68 FIS01
45754 60 MED18
45755 68 AGR03
45756 51 MAT01
45757 88 BIO10
45758 47 IINF05
45759 53 MED18
45760 88 FIS01
45761 7 INGIND35
45762 58 INGIND35
45763 23 CHIM02
45764 64 BIO10
45765 49 MAT01
45766 63 IINF05
45767 50 AGR03
45768 90 MAT01
45769 36 CHIM02
45770 46 FIS01
45771 92 INGIND35
45772 11 INF01
45773 2 INF01
45774 47 MED18
45775 95 MED18
45776 87 IINF04
45777 24 FIS01
45778 1 IINF04
45779 36 BIO10
45780 92 FIS01
45781 86 FIS01
45782 72 AGR03
45783 9 FIS01
45784 88 CHIM02
45785 85 CHIM02
45786 58 MAT01
45787 31 BIO10
45788 5 FIS01
45789 53 INF01
45790 49 BIO10
45791 92 MED18
45792 56 IINF04
45793 19 FIS01
45794 20 INF01
45795 89 IINF05
45796 59 BIO10
45797 60 MED18
45798 19 INGIND35
45799 11 AGR03
45800 54 IINF04
45801 51 BIO10
45802 9 CHIM02
45803 8 FIS01
45804 60 MED18
45805 72 MED18
45806 82 BIO10
45807 53 INF01
45808 11 AGR03
45809 40 CHIM02
45810 72 BIO10
45811 9 AGR03
45812 33 INF01
45813 69 AGR03
45814 90 INGIND35
45815 3 MED18
45816 88 IINF04
45817 75 FIS01
45818 5 IINF05
45819 39 IINF05
45820 97 MED18
45821 20 MED18
45822 54 IINF05
45823 75 CHIM02
45824 40 AGR03
45825 13 INGIND35
45826 64 INF01
45827 87 AGR03
45828 3 MED18
45829 86 IINF05
45830 37 MAT01
45831 94 BIO10
45832 34 IINF05
45833 77 CHIM02
45834 22 IINF05
45835 53 INF01
45836 92 INGIND35
45837 29 IINF05
45838 69 IINF04
45839 7 INF01
45840 50 MAT01
45841 17 MAT01
45842 44 CHIM02
45843 18 FIS01
45844 75 BIO10
45845 70 MED18
45846 18 BIO10
45847 14 BIO10
45848 83 AGR03
45849 41 FIS01
45850 21 MAT01
45851 43 CHIM02
45852 61 IINF05
45853 89 INF01
45854 87 INF01
45855 57 FIS01
45856 29 IINF05
45857 94 MED18
45858 1 INF01
45859 79 IINF04
45860 94 MAT01
45861 11 AGR03
45862 47 AGR03
45863 84 FIS01
45864 46 MED18
45865 89 IINF04
45866 96 IINF04
45867 58 BIO10
45868 3 MED18
45869 64 MAT01
45870 76 INGIND35
45871 80 MED18
45872 75 IINF05
45873 71 IINF04
45874 19 MAT01
45875 34 CHIM02
45876 79 FIS01
45877 71 FIS01
45878 8 MED18
45879 100 MED18
45880 88 AGR03
45881 19 IINF05
45882 75 AGR03
45883 50 MED18
45884 29 IINF04
45885 59 BIO10
45886 78 BIO10
45887 71 BIO10
45888 9 MED18
45889 69 IINF05
45890 90 INF01
45891 46 INGIND35
45892 71 AGR03
45893 38 IINF05
45894 57 AGR03
45895 15 IINF04
45896 30 FIS01
45897 7 INF01
45898 49 CHIM02
45899 53 INF01
45900 37 MED18
45901 22 MAT01
45902 21 AGR03
45903 61 AGR03
45904 19 MED18
45905 90 AGR03
45906 38 MAT01
45907 9 BIO10
45908 1 INGIND35
45909 97 INGIND35
45910 50 CHIM02
45911 93 MED18
45912 54 INGIND35
45913 1 MED18
45914 16 MAT01
45915 23 CHIM02
45916 47 INF01
45917 69 MED18
45918 90 INGIND35
45919 83 FIS01
45920 3 INF01
45921 11 IINF04
45922 6 IINF05
45923 89 AGR03
45924 88 INGIND35
45925 81 FIS01
45926 78 MED18
45927 16 IINF05
45928 73 MED18
45929 76 AGR03
45930 60 MED18
45931 99 INGIND35
45932 81 INGIND35
45933 9 INGIND35
45934 69 INF01
45935 15 CHIM02
45936 47 IINF04
45937 53 IINF05
45938 46 AGR03
45939 19 CHIM02
45940 34 AGR03
45941 51 CHIM02
45942 44 INF01
45943 3 AGR03
45944 23 IINF05
45945 75 MAT01
45946 45 MED18
45947 77 FIS01
45948 87 BIO10
45949 85 IINF04
45950 89 AGR03
45951 24 AGR03
45952 59 IINF04
45953 15 AGR03
45954 32 FIS01
45955 72 INF01
45956 23 IINF05
45957 88 BIO10
45958 16 IINF04
45959 7 BIO10
45960 80 IINF05
45961 81 IINF04
45962 29 INF01
45963 24 MAT01
45964 90 MAT01
45965 12 MAT01
45966 24 CHIM02
45967 9 FIS01
45968 90 INGIND35
45969 94 CHIM02
45970 31 MAT01
45971 63 IINF05
45972 59 FIS01
45973 59 BIO10
45974 31 BIO10
45975 81 IINF04
45976 9 FIS01
45977 66 AGR03
45978 30 MED18
45979 44 FIS01
45980 98 MAT01
45981 34 IINF05
45982 80 AGR03
45983 49 MAT01
45984 83 AGR03
45985 76 IINF05
45986 97 IINF05
45987 27 CHIM02
45988 2 IINF04
45989 30 FIS01
45990 12 MAT01
45991 85 INF01
45992 69 IINF04
45993 36 INF01
45994 61 BIO10
45995 35 MAT01
45996 24 INGIND35
45997 59 INF01
45998 38 BIO10
45999 14 MED18
46000 71 FIS01
46001 69 FIS01
46002 63 INGIND35
46003 27 MAT01
46004 50 INGIND35
46005 31 MAT01
46006 26 BIO10
46007 63 CHIM02
46008 15 IINF04
46009 19 MAT01
46010 91 BIO10
46011 64 INGIND35
46012 61 BIO10
46013 52 MED18
46014 9 FIS01
46015 100 IINF04
46016 11 MAT01
46017 78 INGIND35
46018 74 INGIND35
46019 55 INF01
46020 10 CHIM02
46021 29 IINF04
46022 89 INF01
46023 51 INGIND35
46024 92 BIO10
46025 54 AGR03
46026 55 FIS01
46027 2 BIO10
46028 56 INF01
46029 23 FIS01
46030 81 MAT01
46031 17 MED18
46032 18 IINF04
46033 10 MED18
46034 46 IINF05
46035 29 IINF05
46036 20 IINF04
46037 74 MED18
46038 80 MAT01
46039 6 BIO10
46040 86 MAT01
46041 38 MED18
46042 13 FIS01
46043 70 BIO10
46044 27 BIO10
46045 41 FIS01
46046 15 IINF04
46047 73 CHIM02
46048 64 MED18
46049 10 AGR03
46050 25 BIO10
46051 10 FIS01
46052 97 MED18
46053 38 INF01
46054 9 AGR03
46055 3 MED18
46056 47 CHIM02
46057 90 INF01
46058 3 IINF04
46059 59 INF01
46060 21 IINF05
46061 30 FIS01
46062 39 INF01
46063 84 AGR03
46064 27 INF01
46065 95 INGIND35
46066 74 IINF04
46067 84 INGIND35
46068 21 INGIND35
46069 77 FIS01
46070 21 INGIND35
46071 88 MAT01
46072 10 IINF05
46073 91 FIS01
46074 73 MAT01
46075 12 FIS01
46076 28 BIO10
46077 28 INF01
46078 64 BIO10
46079 24 MED18
46080 63 IINF05
46081 91 AGR03
46082 7 AGR03
46083 36 INF01
46084 69 FIS01
46085 24 MAT01
46086 89 AGR03
46087 43 AGR03
46088 98 INF01
46089 33 IINF04
46090 63 INF01
46091 12 AGR03
46092 50 AGR03
46093 32 INGIND35
46094 13 INF01
46095 41 MAT01
46096 6 AGR03
46097 1 FIS01
46098 46 MAT01
46099 30 AGR03
46100 15 MED18
46101 84 INF01
46102 83 AGR03
46103 63 IINF04
46104 77 IINF04
46105 75 MAT01
46106 38 MAT01
46107 34 CHIM02
46108 82 INGIND35
46109 78 INGIND35
46110 22 IINF05
46111 94 IINF04
46112 78 FIS01
46113 91 MED18
46114 3 CHIM02
46115 8 BIO10
46116 89 MAT01
46117 73 BIO10
46118 26 INF01
46119 63 AGR03
46120 93 FIS01
46121 97 IINF05
46122 96 IINF04
46123 54 AGR03
46124 30 AGR03
46125 53 MAT01
46126 29 AGR03
46127 13 IINF04
46128 15 INF01
46129 35 MED18
46130 48 MED18
46131 22 BIO10
46132 35 IINF05
46133 51 MAT01
46134 81 INGIND35
46135 38 IINF05
46136 28 MED18
46137 80 IINF04
46138 23 IINF04
46139 39 BIO10
46140 55 CHIM02
46141 71 MED18
46142 19 IINF04
46143 7 AGR03
46144 10 BIO10
46145 56 AGR03
46146 68 AGR03
46147 10 BIO10
46148 17 BIO10
46149 73 MED18
46150 65 AGR03
46151 24 IINF05
46152 41 MED18
46153 82 BIO10
46154 38 INGIND35
46155 73 BIO10
46156 35 IINF04
46157 89 MED18
46158 47 CHIM02
46159 25 INGIND35
46160 62 AGR03
46161 69 FIS01
46162 57 AGR03
46163 93 IINF04
46164 7 IINF04
46165 75 CHIM02
46166 61 FIS01
46167 23 CHIM02
46168 50 FIS01
46169 10 FIS01
46170 54 IINF05
46171 20 IINF04
46172 46 FIS01
46173 39 MED18
46174 29 FIS01
46175 1 CHIM02
46176 95 CHIM02
46177 92 IINF04
46178 40 INF01
46179 1 AGR03
46180 2 IINF04
46181 11 INGIND35
46182 19 BIO10
46183 59 MAT01
46184 5 MAT01
46185 13 FIS01
46186 67 CHIM02
46187 78 MED18
46188 20 FIS01
46189 70 BIO10
46190 2 IINF05
46191 40 MAT01
46192 71 MAT01
46193 37 BIO10
46194 87 MAT01
46195 29 FIS01
46196 3 BIO10
46197 61 INF01
46198 52 MED18
46199 85 INGIND35
46200 97 INF01
46201 74 INGIND35
46202 5 BIO10
46203 97 BIO10
46204 91 INF01
46205 66 MAT01
46206 4 IINF04
46207 56 CHIM02
46208 11 MED18
46209 74 IINF05
46210 11 INGIND35
46211 33 INF01
46212 28 BIO10
46213 29 IINF04
46214 33 BIO10
46215 63 BIO10
46216 63 IINF05
46217 85 BIO10
46218 21 MED18
46219 89 IINF05
46220 31 IINF04
46221 27 IINF05
46222 28 BIO10
46223 59 IINF04
46224 43 INGIND35
46225 27 AGR03
46226 82 IINF05
46227 99 MAT01
46228 84 CHIM02
46229 50 FIS01
46230 21 AGR03
46231 76 IINF05
46232 93 INGIND35
46233 22 INGIND35
46234 46 AGR03
46235 1 FIS01
46236 28 MAT01
46237 11 INF01
46238 54 AGR03
46239 1 IINF04
46240 63 FIS01
46241 34 MAT01
46242 96 IINF04
46243 87 MED18
46244 15 FIS01
46245 10 CHIM02
46246 10 FIS01
46247 8 IINF05
46248 36 CHIM02
46249 88 FIS01
46250 93 IINF05
46251 9 IINF04
46252 13 MAT01
46253 84 IINF04
46254 97 BIO10
46255 63 INF01
46256 14 INF01
46257 66 INF01
46258 24 IINF05
46259 76 MAT01
46260 79 MAT01
46261 10 INGIND35
46262 21 MAT01
46263 43 FIS01
46264 63 MED18
46265 8 INGIND35
46266 51 MED18
46267 23 IINF05
46268 18 INF01
46269 57 MED18
46270 87 INF01
46271 66 INF01
46272 71 MED18
46273 92 IINF04
46274 27 INGIND35
46275 37 MED18
46276 1 AGR03
46277 35 FIS01
46278 65 FIS01
46279 92 MAT01
46280 59 INGIND35
46281 88 MED18
46282 94 AGR03
46283 85 BIO10
46284 98 CHIM02
46285 50 INGIND35
46286 15 CHIM02
46287 63 MAT01
46288 79 MAT01
46289 61 MED18
46290 56 INGIND35
46291 45 BIO10
46292 49 CHIM02
46293 26 INF01
46294 1 INGIND35
46295 28 AGR03
46296 44 IINF04
46297 87 CHIM02
46298 69 BIO10
46299 47 IINF05
46300 100 MAT01
46301 42 AGR03
46302 49 MED18
46303 23 AGR03
46304 45 INGIND35
46305 58 IINF05
46306 55 CHIM02
46307 57 IINF05
46308 46 IINF05
46309 94 CHIM02
46310 72 MAT01
46311 3 FIS01
46312 87 INF01
46313 98 IINF05
46314 40 INGIND35
46315 47 MED18
46316 53 BIO10
46317 57 INGIND35
46318 24 AGR03
46319 30 AGR03
46320 83 MAT01
46321 97 INF01
46322 84 AGR03
46323 39 MED18
46324 77 IINF04
46325 2 FIS01
46326 32 IINF04
46327 51 IINF05
46328 76 MAT01
46329 12 AGR03
46330 70 AGR03
46331 41 INGIND35
46332 20 BIO10
46333 60 MAT01
46334 99 IINF04
46335 24 CHIM02
46336 84 IINF04
46337 81 MED18
46338 70 MAT01
46339 82 IINF04
46340 49 INGIND35
46341 79 CHIM02
46342 70 CHIM02
46343 93 INGIND35
46344 10 CHIM02
46345 5 BIO10
46346 39 INF01
46347 96 IINF05
46348 99 AGR03
46349 50 MAT01
46350 57 IINF05
46351 81 MED18
46352 6 INGIND35
46353 36 MAT01
46354 61 AGR03
46355 21 AGR03
46356 99 IINF05
46357 6 AGR03
46358 80 AGR03
46359 47 FIS01
46360 53 MAT01
46361 55 IINF04
