8230 FIS01 8
50812 73 BIO10
50813 83 FIS01
50814 12 AGR03
50815 36 IINF04
50816 99 INF01
50817 55 MED18
50818 62 AGR03
50819 82 FIS01
50820 3 IINF05
50821 98 INF01
50822 79 MED18
50823 39 IINF05
50824 86 MAT01
50825 62 IINF05
50826 32 IINF05
50827 19 AGR03
50828 88 INF01
50829 25 MED18
50830 64 MED18
50831 57 INF01
50832 11 IINF05
50833 62 BIO10
50834 88 FIS01
50835 35 FIS01
50836 53 MAT01
50837 54 AGR03
50838 83 CHIM02
50839 94 AGR03
50840 25 FIS01
50841 52 FIS01
50842 2 INGIND35
50843 62 AGR03
50844 7 MAT01
50845 92 BIO10
50846 97 MED18
50847 72 IINF04
50848 47 IINF05
50849 84 MED18
50850 23 INGIND35
50851 40 FIS01
50852 34 BIO10
50853 67 CHIM02
50854 26 MED18
50855 33 IINF05
50856 77 MAT01
50857 96 AGR03
50858 87 AGR03
50859 62 IINF04
50860 25 CHIM02
50861 10 IINF05
50862 83 MED18
50863 5 BIO10
50864 42 AGR03
50865 71 AGR03
50866 42 BIO10
50867 60 CHIM02
50868 20 MED18
50869 36 FIS01
50870 26 INGIND35
50871 56 CHIM02
50872 21 INGIND35
50873 8 IINF05
50874 94 IINF04
50875 100 IINF04
50876 34 CHIM02
50877 43 IINF05
50878 89 IINF04
50879 95 CHIM02
50880 18 MAT01
50881 25 MED18
50882 22 INGIND35
50883 85 IINF05
50884 1 MAT01
50885 37 IINF04
50886 42 CHIM02
50887 31 MED18
50888 90 INGIND35
50889 84 FIS01
50890 84 INGIND35
50891 9 IINF05
50892 84 INGIND35
50893 43 MAT01
50894 83 BIO10
50895 80 MED18
50896 36 MED18
50897 83 FIS01
50898 82 BIO10
50899 84 IINF04
50900 7 FIS01
50901 5 CHIM02
50902 57 MED18
50903 54 AGR03
50904 26 CHIM02
50905 70 AGR03
50906 20 MAT01
50907 3 FIS01
50908 79 AGR03
50909 95 INGIND35
50910 46 AGR03
50911 98 MAT01
50912 22 MAT01
50913 53 MAT01
50914 26 IINF05
50915 41 CHIM02
50916 56 MAT01
50917 78 INF01
50918 44 CHIM02
50919 43 CHIM02
50920 2 IINF05
50921 12 INGIND35
50922 75 INGIND35
50923 35 INGIND35
50924 63 CHIM02
50925 81 BIO10
50926 20 FIS01
50927 16 MAT01
50928 54 IINF05
50929 74 MED18
50930 72 MAT01
50931 93 MAT01
50932 20 IINF05
50933 99 IINF04
50934 92 IINF05
50935 71 IINF05
50936 50 FIS01
50937 87 CHIM02
50938 74 INGIND35
50939 32 MAT01
50940 7 BIO10
50941 69 CHIM02
50942 43 MED18
50943 6 IINF05
50944 28 IINF04
50945 81 IINF05
50946 66 FIS01
50947 48 IINF04
50948 41 CHIM02
50949 76 MAT01
50950 27 IINF05
50951 84 MAT01
50952 46 CHIM02
50953 76 IINF04
50954 97 AGR03
50955 23 AGR03
50956 82 CHIM02
50957 87 IINF04
50958 3 IINF04
50959 38 MAT01
50960 23 CHIM02
50961 45 INGIND35
50962 86 CHIM02
50963 79 INF01
50964 43 CHIM02
50965 27 BIO10
50966 66 CHIM02
50967 91 IINF04
50968 39 MED18
50969 8 CHIM02
50970 75 FIS01
50971 88 MED18
50972 99 INGIND35
50973 30 IINF05
50974 94 AGR03
50975 62 INGIND35
50976 78 IINF05
50977 47 IINF04
50978 26 IINF05
50979 34 INGIND35
50980 4 FIS01
50981 100 IINF05
50982 1 IINF04
50983 1 INF01
50984 99 CHIM02
50985 58 MED18
50986 13 INF01
50987 35 BIO10
50988 27 FIS01
50989 69 MED18
50990 69 BIO10
50991 62 CHIM02
50992 39 CHIM02
50993 21 MAT01
50994 3 MED18
50995 77 MAT01
50996 56 MED18
50997 80 FIS01
50998 42 FIS01
50999 58 BIO10
51000 56 BIO10
51001 85 IINF05
51002 26 IINF04
51003 16 BIO10
51004 75 CHIM02
51005 24 INF01
51006 51 IINF05
51007 68 AGR03
51008 5 IINF05
51009 31 INGIND35
51010 18 MED18
51011 20 INGIND35
51012 97 BIO10
51013 51 INGIND35
51014 2 INGIND35
51015 14 INF01
51016 96 BIO10
51017 24 IINF04
51018 67 INF01
51019 50 IINF04
51020 99 MED18
51021 7 INGIND35
51022 20 BIO10
51023 99 INGIND35
51024 20 MAT01
51025 19 IINF05
51026 80 MAT01
51027 20 BIO10
51028 14 MED18
51029 100 BIO10
51030 58 INF01
51031 36 IINF04
51032 36 INF01
51033 39 BIO10
51034 22 INGIND35
51035 1 CHIM02
51036 22 IINF05
51037 18 IINF04
51038 17 MAT01
51039 75 BIO10
51040 100 IINF05
51041 21 MED18
51042 19 INGIND35
51043 40 IINF04
51044 12 IINF04
51045 25 BIO10
51046 8 BIO10
51047 7 BIO10
51048 40 IINF04
51049 71 IINF04
51050 40 INF01
51051 94 INF01
51052 11 MED18
51053 64 AGR03
51054 63 IINF05
51055 31 FIS01
51056 100 FIS01
51057 1 MED18
51058 34 INF01
51059 28 BIO10
51060 68 IINF05
51061 34 IINF04
51062 68 INGIND35
51063 20 IINF05
51064 23 AGR03
51065 28 AGR03
51066 80 AGR03
51067 13 MED18
51068 88 CHIM02
51069 11 MAT01
51070 59 INF01
51071 94 INGIND35
51072 17 BIO10
51073 80 MED18
51074 16 MED18
51075 38 CHIM02
51076 19 AGR03
51077 100 MED18
51078 97 AGR03
51079 36 IINF05
51080 13 AGR03
51081 87 IINF05
51082 64 IINF05
51083 71 CHIM02
51084 4 CHIM02
51085 13 FIS01
51086 3 CHIM02
51087 38 INF01
51088 43 IINF05
51089 87 MAT01
51090 61 AGR03
51091 90 INF01
51092 4 FIS01
51093 14 INGIND35
51094 13 MED18
51095 98 IINF04
51096 44 IINF05
51097 55 IINF04
51098 97 MAT01
51099 82 IINF04
51100 27 MAT01
51101 41 FIS01
51102 51 IINF04
51103 73 MAT01
51104 90 AGR03
51105 2 IINF04
51106 22 INGIND35
51107 89 AGR03
51108 58 INGIND35
51109 8 CHIM02
51110 67 AGR03
51111 53 FIS01
51112 43 INF01
51113 87 BIO10
51114 8 CHIM02
51115 49 AGR03
51116 60 FIS01
51117 69 IINF04
51118 5 MAT01
51119 13 MED18
51120 46 IINF04
51121 95 INF01
51122 62 INF01
51123 82 INF01
51124 14 FIS01
51125 4 IINF04
51126 55 IINF04
51127 43 IINF04
51128 94 IINF04
51129 80 FIS01
51130 56 MED18
51131 93 BIO10
51132 84 AGR03
51133 61 CHIM02
51134 82 MAT01
51135 82 IINF04
51136 27 CHIM02
51137 44 CHIM02
51138 6 INGIND35
51139 33 BIO10
51140 32 INF01
51141 83 BIO10
51142 16 BIO10
51143 87 MAT01
51144 96 BIO10
51145 30 INF01
51146 50 INF01
51147 99 BIO10
51148 75 IINF05
51149 34 BIO10
51150 73 MAT01
51151 69 CHIM02
51152 63 AGR03
51153 60 IINF04
51154 12 INF01
51155 91 IINF04
51156 30 IINF05
51157 47 AGR03
51158 36 AGR03
51159 67 CHIM02
51160 39 MED18
51161 75 IINF05
51162 76 MED18
51163 42 FIS01
51164 82 INGIND35
51165 18 FIS01
51166 20 AGR03
51167 87 CHIM02
51168 46 BIO10
51169 57 INF01
51170 87 BIO10
51171 89 FIS01
51172 79 FIS01
51173 71 IINF04
51174 5 BIO10
51175 15 MAT01
51176 58 IINF04
51177 91 MED18
51178 56 CHIM02
51179 83 IINF05
51180 90 IINF04
51181 40 AGR03
51182 12 IINF05
51183 11 AGR03
51184 8 INF01
51185 77 IINF04
51186 21 IINF04
51187 30 INF01
51188 40 CHIM02
51189 62 MAT01
51190 25 MAT01
51191 95 BIO10
51192 5 MED18
51193 21 INF01
51194 58 INGIND35
51195 38 BIO10
51196 65 IINF04
51197 54 IINF05
51198 59 CHIM02
51199 13 IINF05
51200 15 MED18
51201 92 IINF05
51202 48 IINF04
51203 83 BIO10
51204 56 AGR03
51205 10 INF01
51206 31 BIO10
51207 33 BIO10
51208 65 MAT01
51209 75 IINF04
51210 30 BIO10
51211 23 IINF04
51212 61 BIO10
51213 13 MED18
51214 44 AGR03
51215 41 CHIM02
51216 84 AGR03
51217 84 AGR03
51218 55 CHIM02
51219 65 INF01
51220 42 INGIND35
51221 50 AGR03
51222 22 MED18
51223 95 MED18
51224 92 IINF04
51225 4 CHIM02
51226 63 IINF05
51227 91 INF01
51228 49 BIO10
51229 23 IINF04
51230 38 MED18
51231 43 INF01
51232 55 AGR03
51233 8 BIO10
51234 84 AGR03
51235 81 INF01
51236 60 AGR03
51237 92 INGIND35
51238 70 FIS01
51239 99 MAT01
51240 97 BIO10
51241 31 MAT01
51242 41 AGR03
51243 33 AGR03
51244 98 BIO10
51245 14 BIO10
51246 82 CHIM02
51247 72 CHIM02
51248 98 INGIND35
51249 25 CHIM02
51250 57 IINF05
51251 39 CHIM02
51252 53 CHIM02
51253 21 CHIM02
51254 67 AGR03
51255 32 INF01
51256 63 CHIM02
51257 6 CHIM02
51258 99 IINF05
51259 39 CHIM02
51260 55 IINF05
51261 36 BIO10
51262 49 INF01
51263 95 BIO10
51264 44 IINF04
51265 70 AGR03
51266 100 IINF04
51267 85 INGIND35
51268 52 BIO10
51269 13 MAT01
51270 95 AGR03
51271 73 MAT01
51272 52 FIS01
51273 69 FIS01
51274 75 MAT01
51275 69 MED18
51276 24 IINF04
51277 50 IINF05
51278 75 MED18
51279 43 MED18
51280 94 INF01
51281 35 MED18
51282 67 AGR03
51283 34 MAT01
51284 89 MED18
51285 88 MAT01
51286 10 CHIM02
51287 26 MED18
51288 21 MED18
51289 17 BIO10
51290 25 MED18
51291 91 IINF05
51292 65 BIO10
51293 23 MAT01
51294 71 CHIM02
51295 19 MAT01
51296 55 IINF04
51297 27 AGR03
51298 60 IINF04
51299 78 MED18
51300 76 BIO10
51301 22 INF01
51302 90 CHIM02
51303 73 MAT01
51304 24 FIS01
51305 51 MAT01
51306 72 INGIND35
51307 86 INF01
51308 10 FIS01
51309 81 CHIM02
51310 23 INGIND35
51311 32 INF01
51312 69 INF01
51313 98 MAT01
51314 11 FIS01
51315 35 INGIND35
51316 9 INF01
51317 53 CHIM02
51318 54 BIO10
51319 44 IINF04
51320 83 IINF05
51321 47 MAT01
51322 74 IINF04
51323 30 BIO10
51324 40 IINF05
51325 97 BIO10
51326 32 MAT01
51327 50 BIO10
51328 29 CHIM02
51329 19 MAT01
51330 35 FIS01
51331 9 MAT01
51332 11 IINF04
51333 82 MAT01
51334 47 IINF05
51335 20 AGR03
51336 60 CHIM02
51337 39 FIS01
51338 66 BIO10
51339 86 FIS01
51340 65 MED18
51341 71 INGIND35
51342 54 IINF04
51343 97 AGR03
51344 49 IINF04
51345 22 INGIND35
51346 78 AGR03
51347 87 INGIND35
51348 67 IINF04
51349 97 AGR03
51350 96 FIS01
51351 81 BIO10
51352 72 INGIND35
51353 11 INF01
51354 15 CHIM02
51355 8 INF01
51356 96 FIS01
51357 96 INGIND35
51358 33 AGR03
51359 4 INGIND35
51360 80 INF01
51361 6 IINF04
51362 90 INGIND35
51363 27 IINF04
51364 34 INF01
51365 32 FIS01
51366 71 MAT01
51367 59 INF01
51368 13 BIO10
51369 91 FIS01
51370 28 IINF05
51371 75 INF01
51372 88 CHIM02
51373 34 CHIM02
51374 4 INGIND35
51375 62 MED18
51376 87 MED18
51377 9 IINF05
51378 54 INGIND35
51379 58 MAT01
51380 29 INGIND35
51381 8 AGR03
51382 68 INGIND35
51383 94 AGR03
51384 66 INGIND35
51385 65 IINF04
51386 56 IINF05
51387 93 FIS01
51388 74 IINF04
51389 15 CHIM02
51390 63 AGR03
51391 78 FIS01
51392 23 AGR03
51393 85 BIO10
51394 46 INGIND35
51395 43 INGIND35
51396 28 IINF04
51397 69 CHIM02
51398 3 INF01
51399 57 BIO10
51400 51 MED18
51401 54 AGR03
51402 55 IINF05
51403 60 AGR03
51404 40 AGR03
51405 43 INF01
51406 65 IINF04
51407 100 INGIND35
51408 88 INGIND35
51409 21 INF01
51410 34 INGIND35
51411 81 CHIM02
51412 41 MAT01
51413 78 IINF05
51414 76 INGIND35
51415 20 INGIND35
51416 1 IINF04
51417 58 FIS01
51418 22 AGR03
51419 10 INF01
51420 40 INGIND35
51421 12 BIO10
51422 34 INGIND35
51423 58 MED18
51424 56 BIO10
51425 13 INGIND35
51426 12 INGIND35
51427 89 FIS01
51428 48 MED18
51429 1 IINF05
51430 12 AGR03
51431 18 MAT01
51432 18 FIS01
51433 82 BIO10
51434 91 CHIM02
51435 2 INF01
51436 47 AGR03
51437 27 INF01
51438 41 IINF05
51439 82 MAT01
51440 85 IINF05
51441 8 MED18
51442 62 MED18
51443 19 IINF05
51444 46 INGIND35
51445 56 INGIND35
51446 40 BIO10
51447 87 CHIM02
51448 93 BIO10
51449 68 MAT01
51450 99 IINF05
51451 16 INGIND35
51452 35 INF01
51453 34 FIS01
51454 76 BIO10
51455 26 FIS01
51456 73 MED18
51457 59 MED18
51458 37 BIO10
51459 51 MAT01
51460 24 IINF04
51461 98 AGR03
51462 88 IINF04
51463 48 IINF04
51464 44 MAT01
51465 27 IINF04
51466 25 INF01
51467 56 FIS01
51468 72 CHIM02
51469 65 INF01
51470 26 FIS01
51471 98 MAT01
51472 37 BIO10
51473 63 AGR03
51474 98 BIO10
51475 6 INGIND35
51476 3 IINF04
51477 26 MAT01
51478 4 INF01
51479 80 AGR03
51480 19 MAT01
51481 98 IINF04
51482 53 MAT01
51483 13 INGIND35
51484 88 INGIND35
51485 36 INGIND35
51486 82 IINF04
51487 84 MAT01
51488 30 MAT01
51489 98 IINF04
51490 23 FIS01
51491 7 INGIND35
51492 80 INF01
51493 27 MED18
51494 38 FIS01
51495 26 MAT01
51496 18 CHIM02
51497 85 BIO10
51498 28 BIO10
51499 90 MED18
51500 48 IINF05
51501 90 BIO10
51502 43 INF01
51503 92 INGIND35
51504 37 INF01
51505 65 CHIM02
51506 70 INGIND35
51507 24 MAT01
51508 87 MED18
51509 35 IINF04
51510 71 MAT01
51511 91 FIS01
51512 39 IINF05
51513 94 INF01
51514 37 MAT01
51515 38 MAT01
51516 88 FIS01
51517 54 MAT01
51518 10 CHIM02
51519 24 INF01
51520 53 AGR03
51521 40 BIO10
51522 91 INF01
51523 8 MED18
51524 36 MAT01
51525 94 INGIND35
51526 14 CHIM02
51527 64 FIS01
51528 73 IINF05
51529 52 FIS01
51530 21 IINF04
51531 16 INF01
51532 24 IINF04
51533 32 CHIM02
51534 87 INF01
51535 36 INGIND35
51536 12 BIO10
51537 15 AGR03
51538 90 MED18
51539 15 IINF04
51540 59 CHIM02
51541 99 IINF05
51542 93 CHIM02
51543 96 CHIM02
51544 83 MED18
51545 13 CHIM02
51546 34 FIS01
51547 55 IINF04
51548 18 INGIND35
51549 84 IINF05
51550 92 IINF04
51551 32 IINF04
51552 27 FIS01
51553 90 IINF04
51554 95 INF01
51555 6 FIS01
51556 28 INGIND35
51557 12 AGR03
51558 3 MAT01
51559 43 MED18
51560 5 MAT01
51561 82 IINF04
51562 84 BIO10
51563 42 IINF05
51564 57 INGIND35
51565 40 MED18
51566 75 BIO10
51567 3 MAT01
51568 51 MAT01
51569 44 BIO10
51570 34 IINF04
51571 83 CHIM02
51572 55 FIS01
51573 6 IINF05
51574 91 CHIM02
51575 23 CHIM02
51576 11 FIS01
51577 35 MAT01
51578 55 IINF04
51579 85 IINF04
51580 1 IINF05
51581 71 IINF05
51582 53 MAT01
51583 34 IINF04
51584 18 INGIND35
51585 1 IINF04
51586 48 MED18
51587 30 FIS01
51588 17 IINF05
51589 65 INGIND35
51590 89 IINF05
51591 32 AGR03
51592 50 IINF05
51593 39 BIO10
51594 4 IINF05
51595 98 AGR03
51596 2 IINF04
51597 89 IINF05
51598 14 CHIM02
51599 76 MED18
51600 52 INGIND35
51601 99 IINF04
51602 88 FIS01
51603 24 AGR03
51604 85 MAT01
51605 16 INGIND35
51606 95 MAT01
51607 82 FIS01
51608 3 CHIM02
51609 14 INGIND35
51610 26 INF01
51611 5 IINF05
51612 86 MAT01
51613 14 CHIM02
51614 45 MAT01
51615 12 MED18
51616 8 IINF05
51617 53 MAT01
51618 30 MAT01
51619 81 MED18
51620 2 INF01
51621 77 FIS01
51622 67 MAT01
51623 5 IINF04
51624 54 INGIND35
51625 83 BIO10
51626 67 INGIND35
51627 55 IINF05
51628 8 MAT01
51629 81 BIO10
51630 81 BIO10
51631 4 CHIM02
51632 75 IINF04
51633 34 BIO10
51634 28 FIS01
51635 77 INGIND35
51636 92 MED18
51637 3 MAT01
51638 48 AGR03
51639 65 FIS01
51640 12 IINF05
51641 47 AGR03
51642 38 MAT01
51643 4 BIO10
51644 51 INF01
51645 53 AGR03
51646 20 FIS01
51647 96 CHIM02
51648 66 BIO10
51649 15 MED18
51650 14 FIS01
51651 36 BIO10
51652 41 FIS01
51653 65 INGIND35
51654 58 INGIND35
51655 22 FIS01
51656 56 INF01
51657 3 CHIM02
51658 55 AGR03
51659 82 CHIM02
51660 56 CHIM02
51661 33 INF01
51662 85 MAT01
51663 88 MED18
51664 37 IINF04
51665 20 IINF05
51666 48 IINF05
51667 40 BIO10
51668 55 IINF05
51669 50 FIS01
51670 34 INF01
51671 32 BIO10
51672 31 AGR03
51673 66 INF01
51674 36 INF01
51675 76 MED18
51676 31 AGR03
51677 2 INF01
51678 29 CHIM02
51679 63 INGIND35
51680 51 IINF05
51681 59 AGR03
51682 70 INF01
51683 57 FIS01
51684 80 MAT01
51685 68 IINF04
51686 93 FIS01
51687 17 IINF04
51688 88 MAT01
51689 78 MAT01
51690 1 MED18
51691 26 IINF05
51692 64 FIS01
51693 1 MED18
51694 4 IINF04
51695 14 MED18
51696 92 BIO10
51697 77 AGR03
51698 1 IINF05
51699 38 IINF05
51700 24 INGIND35
51701 65 INF01
51702 96 INF01
51703 22 MED18
51704 49 BIO10
51705 91 CHIM02
51706 75 IINF05
51707 62 MAT01
51708 69 MAT01
51709 95 FIS01
51710 33 CHIM02
51711 20 FIS01
51712 2 CHIM02
51713 96 MED18
51714 51 INGIND35
51715 100 BIO10
51716 98 MED18
51717 74 AGR03
51718 34 MED18
51719 53 MAT01
51720 73 BIO10
51721 56 CHIM02
51722 34 IINF05
51723 85 AGR03
51724 29 AGR03
51725 78 INF01
51726 41 INGIND35
51727 11 CHIM02
51728 49 AGR03
51729 78 CHIM02
51730 37 IINF04
51731 17 MED18
51732 97 MED18
51733 18 INGIND35
51734 43 INGIND35
51735 93 IINF04
51736 95 IINF04
51737 82 BIO10
51738 10 MAT01
51739 30 FIS01
51740 88 BIO10
51741 15 AGR03
51742 71 MED18
51743 98 MAT01
51744 61 IINF05
51745 65 MAT01
51746 79 MED18
51747 52 BIO10
51748 40 MAT01
51749 63 AGR03
51750 62 MED18
51751 20 BIO10
51752 10 INF01
51753 69 IINF05
51754 52 AGR03
51755 98 IINF05
51756 36 IINF05
51757 39 BIO10
51758 14 AGR03
51759 32 IINF04
51760 24 MAT01
51761 86 INGIND35
51762 59 INGIND35
51763 14 IINF04
51764 3 CHIM02
51765 9 IINF05
51766 37 MED18
51767 94 AGR03
51768 73 MAT01
51769 86 FIS01
51770 40 BIO10
51771 71 MED18
51772 24 MED18
51773 74 BIO10
51774 88 BIO10
51775 55 CHIM02
51776 89 AGR03
51777 67 MAT01
51778 47 IINF05
51779 66 MAT01
51780 99 FIS01
51781 11 IINF04
51782 35 CHIM02
51783 40 CHIM02
51784 22 MED18
51785 84 INF01
51786 30 CHIM02
51787 17 AGR03
51788 61 IINF05
51789 75 MED18
51790 88 MED18
51791 96 FIS01
51792 69 FIS01
51793 68 INGIND35
51794 18 FIS01
51795 74 BIO10
51796 2 BIO10
51797 88 AGR03
51798 27 BIO10
51799 19 IINF04
51800 92 FIS01
51801 87 FIS01
51802 87 AGR03
51803 74 AGR03
51804 45 MAT01
51805 68 IINF05
51806 16 IINF05
51807 93 CHIM02
51808 30 FIS01
51809 66 AGR03
51810 80 FIS01
51811 42 INF01
51812 59 INF01
51813 74 BIO10
51814 23 IINF04
51815 40 FIS01
51816 23 INGIND35
51817 10 BIO10
51818 29 INGIND35
51819 16 INGIND35
51820 93 FIS01
51821 81 INF01
51822 77 MED18
51823 67 CHIM02
51824 100 CHIM02
51825 65 INGIND35
51826 70 MED18
51827 37 INGIND35
51828 20 IINF05
51829 34 CHIM02
51830 88 MED18
51831 82 IINF04
51832 54 FIS01
51833 63 INF01
51834 13 MAT01
51835 35 AGR03
51836 37 MED18
51837 47 CHIM02
51838 76 MED18
51839 9 IINF05
51840 41 FIS01
51841 93 BIO10
51842 90 IINF05
51843 14 CHIM02
51844 79 FIS01
51845 44 FIS01
51846 47 INGIND35
51847 62 BIO10
51848 14 IINF05
51849 64 AGR03
51850 68 IINF04
51851 3 MED18
51852 25 IINF04
51853 67 CHIM02
51854 100 AGR03
51855 70 IINF04
51856 98 CHIM02
51857 91 IINF05
51858 42 IINF04
51859 64 MAT01
51860 11 AGR03
51861 55 INF01
51862 19 MED18
51863 5 AGR03
51864 51 BIO10
51865 78 CHIM02
51866 12 INF01
51867 29 CHIM02
51868 51 AGR03
51869 92 FIS01
51870 21 IINF04
51871 55 IINF04
51872 31 INF01
51873 40 IINF05
51874 63 MAT01
51875 16 CHIM02
51876 48 INGIND35
51877 25 IINF04
51878 46 CHIM02
51879 40 INF01
51880 93 INF01
51881 47 MAT01
51882 69 MED18
51883 46 BIO10
51884 49 INGIND35
51885 33 CHIM02
51886 90 INF01
51887 71 AGR03
51888 31 MAT01
51889 95 MED18
51890 87 INGIND35
51891 38 BIO10
51892 100 IINF05
51893 33 CHIM02
51894 11 MED18
51895 15 FIS01
51896 96 AGR03
51897 3 CHIM02
51898 47 INGIND35
51899 50 INF01
51900 75 INGIND35
51901 63 MED18
51902 57 AGR03
51903 65 IINF05
51904 43 CHIM02
51905 50 INGIND35
51906 58 AGR03
51907 23 IINF05
51908 76 IINF04
51909 90 IINF04
51910 99 INGIND35
51911 24 MAT01
51912 50 MAT01
51913 55 MED18
51914 21 IINF05
51915 66 AGR03
51916 46 MED18
51917 54 INGIND35
51918 79 BIO10
51919 59 INF01
51920 51 IINF04
51921 45 CHIM02
51922 29 INF01
51923 58 FIS01
51924 95 INGIND35
51925 8 INGIND35
51926 64 MAT01
51927 66 IINF05
51928 49 AGR03
51929 11 IINF04
51930 74 INF01
51931 59 MED18
51932 6 INGIND35
51933 97 IINF04
51934 34 FIS01
51935 80 IINF05
51936 66 IINF05
51937 18 CHIM02
51938 75 FIS01
51939 65 IINF04
51940 96 BIO10
51941 71 CHIM02
51942 56 MED18
51943 32 INF01
51944 13 AGR03
51945 2 MAT01
51946 39 CHIM02
51947 87 MED18
51948 6 BIO10
51949 84 INGIND35
51950 51 INGIND35
51951 78 IINF05
51952 1 AGR03
51953 10 INF01
51954 83 IINF04
51955 21 IINF04
51956 81 FIS01
51957 39 MED18
51958 91 AGR03
51959 69 CHIM02
51960 96 INF01
51961 41 MED18
51962 38 IINF04
51963 97 IINF05
51964 35 IINF05
51965 55 IINF04
51966 30 MAT01
51967 20 INGIND35
51968 39 MED18
51969 76 MED18
51970 42 INF01
51971 72 IINF05
51972 12 FIS01
51973 64 BIO10
51974 78 CHIM02
51975 43 FIS01
51976 30 FIS01
51977 30 IINF04
51978 57 FIS01
51979 23 FIS01
51980 48 BIO10
51981 78 INF01
51982 55 IINF04
51983 58 IINF04
51984 70 INGIND35
51985 7 IINF05
51986 62 INF01
51987 4 AGR03
51988 91 IINF05
51989 59 IINF04
51990 56 IINF05
51991 40 FIS01
51992 6 AGR03
51993 7 INGIND35
51994 80 CHIM02
51995 13 FIS01
51996 33 CHIM02
51997 9 CHIM02
51998 23 BIO10
51999 48 INGIND35
52000 35 MAT01
52001 38 INF01
52002 44 MED18
52003 29 CHIM02
52004 35 IINF05
52005 13 AGR03
52006 45 IINF05
52007 56 INF01
52008 79 MAT01
52009 34 IINF05
52010 84 AGR03
52011 10 MED18
52012 95 INGIND35
52013 50 BIO10
52014 26 INF01
52015 70 IINF04
52016 69 BIO10
52017 57 INF01
52018 52 AGR03
52019 73 CHIM02
52020 41 INGIND35
52021 73 MED18
52022 86 MED18
52023 77 MED18
52024 69 INF01
52025 79 INF01
52026 9 MAT01
52027 75 INGIND35
52028 67 INF01
52029 11 FIS01
52030 39 INF01
52031 73 IINF04
52032 30 IINF04
52033 23 INF01
52034 20 INF01
52035 69 AGR03
52036 74 FIS01
52037 79 CHIM02
52038 76 MED18
52039 2 MED18
52040 29 AGR03
